region,subvillage,construction_year,key
Iringa,Manimbi,2008.0,ManimbiIringa
Iringa,Manyamle,1986.0,ManyamleIringa
Iringa,Manyanambo,1974.0,ManyanamboIringa
Iringa,Manyanya,1992.0,ManyanyaIringa
Iringa,Manyasi,1990.0,ManyasiIringa
Iringa,Manzese,2001.0,ManzeseIringa
Iringa,Mapaina,1999.4,MapainaIringa
Iringa,Mapanga,1992.0,MapangaIringa
Iringa,Mapera,1998.0,MaperaIringa
Iringa,Mapila,1978.0,MapilaIringa
Iringa,Mapinduzi,2003.0,MapinduziIringa
Iringa,Mapogolo,1980.0,MapogoloIringa
Iringa,Mapogolo A,1992.0,Mapogolo AIringa
Iringa,Mapogolo B,1992.0,Mapogolo BIringa
Iringa,Mapokeo,2007.0,MapokeoIringa
Iringa,Mapululu,2008.3333333333333,MapululuIringa
Iringa,Mapwela,1990.0,MapwelaIringa
Iringa,Mapyufya,1992.0,MapyufyaIringa
Iringa,Masalali A,2009.0,Masalali AIringa
Iringa,Masapila,1984.0,MasapilaIringa
Iringa,Masasati,1983.0,MasasatiIringa
Iringa,Masasatu,2003.0,MasasatuIringa
Iringa,Masasi Kati,1984.0,Masasi KatiIringa
Iringa,Masaula,2004.0,MasaulaIringa
Iringa,Mashariki,1996.6666666666667,MasharikiIringa
Iringa,Masilu Juu,2001.0,Masilu JuuIringa
Iringa,Masimike,2008.0,MasimikeIringa
Iringa,Masita,2006.0,MasitaIringa
Iringa,Masitu,2010.0,MasituIringa
Iringa,Masumbo,1990.0,MasumboIringa
Iringa,Matagini,2010.0,MataginiIringa
Iringa,Matalawa,2009.0,MatalawaIringa
Iringa,Matalawe,1996.4,MatalaweIringa
Iringa,Matamba,2008.0,MatambaIringa
Iringa,Matambo,1995.75,MatamboIringa
Iringa,Matanana,2004.4166666666667,MatananaIringa
Iringa,Matangini,1990.625,MatanginiIringa
Iringa,Mataravandu,1984.0,MataravanduIringa
Iringa,Matatana,1993.0,MatatanaIringa
Iringa,Matekelo,1992.0,MatekeloIringa
Iringa,Materevasi,1976.0,MaterevasiIringa
Iringa,Materevati,1976.0,MaterevatiIringa
Iringa,Matewele,2008.0,MateweleIringa
Iringa,Matiganjola Ka,1999.0,Matiganjola KaIringa
Iringa,Matika,2005.3333333333333,MatikaIringa
Iringa,Matindi,2009.2727272727273,MatindiIringa
Iringa,Matipu,1988.25,MatipuIringa
Iringa,Matuje,1991.0,MatujeIringa
Iringa,Matula,1978.0,MatulaIringa
Iringa,Matulunga,1989.0,MatulungaIringa
Iringa,Matundu,1998.75,MatunduIringa
Iringa,Matwake,1996.0,MatwakeIringa
Iringa,Mavanga,2001.3333333333333,MavangaIringa
Iringa,Mavengi,2006.0,MavengiIringa
Iringa,Mawala A,1984.0,Mawala AIringa
Iringa,Mawala B,1983.6666666666667,Mawala BIringa
Iringa,Mawanda,1984.0,MawandaIringa
Iringa,Mawande,1984.0,MawandeIringa
Iringa,Mawanga,1984.0,MawangaIringa
Iringa,Mawe Saba,1984.0,Mawe SabaIringa
Iringa,Mawindi,2009.0,MawindiIringa
Iringa,Mawulo,2005.1,MawuloIringa
Iringa,Mayale,1983.1666666666667,MayaleIringa
Iringa,Mayanga,2008.0,MayangaIringa
Iringa,Mayavila,2008.0,MayavilaIringa
Iringa,Mayavile,2009.0,MayavileIringa
Iringa,Mayawile,1980.0,MayawileIringa
Iringa,Mayomboni,1992.0,MayomboniIringa
Iringa,Mazese,2003.0,MazeseIringa
Iringa,Mazombe,1983.75,MazombeIringa
Iringa,Mbambala,1995.0,MbambalaIringa
Iringa,Mbata,2003.0,MbataIringa
Iringa,Mbembe,1978.0,MbembeIringa
Iringa,Mbete,2006.0,MbeteIringa
Iringa,Mbeya,1978.0,MbeyaIringa
Iringa,Mbigili Kati,1985.0,Mbigili KatiIringa
Iringa,Mbigiri Kati,1985.0,Mbigiri KatiIringa
Iringa,Mbilili,1978.0,MbililiIringa
Iringa,Mboliboli,1992.0,MboliboliIringa
Iringa,Mbosa,2008.0,MbosaIringa
Iringa,Mbugani,1990.7368421052631,MbuganiIringa
Iringa,Mbugi,1980.0,MbugiIringa
Iringa,Mbulula,1987.0,MbululaIringa
Iringa,Mbuyuni,1991.3461538461538,MbuyuniIringa
Iringa,Mbuyuni A,2001.0,Mbuyuni AIringa
Iringa,Mbuyuni B,2001.0,Mbuyuni BIringa
Iringa,Mbweleli,2006.0,MbweleliIringa
Iringa,Mbweni,2008.0,MbweniIringa
Iringa,Mbwila,1975.0,MbwilaIringa
Iringa,Mbwila Kati,1975.0,Mbwila KatiIringa
Iringa,Mchabachaba,2003.0,MchabachabaIringa
Iringa,Mchalawa,1992.0,MchalawaIringa
Iringa,Mchepenge,1983.0,MchepengeIringa
Iringa,Mchuchuma,1999.0,MchuchumaIringa
Iringa,Mdaga,2001.25,MdagaIringa
Iringa,Mdagala,1978.0,MdagalaIringa
Iringa,Mdandamo,2010.0,MdandamoIringa
Iringa,Mdeme,1978.0,MdemeIringa
Iringa,Mdemi,2009.0,MdemiIringa
Iringa,Mdendemi,1987.0,MdendemiIringa
Iringa,Mdetere,2005.0,MdetereIringa
Iringa,Mdilidili,2008.0,MdilidiliIringa
Iringa,Mdonya,2010.6666666666667,MdonyaIringa
Iringa,Mdota,1986.0,MdotaIringa
Iringa,Mdugi,2005.6,MdugiIringa
Iringa,Mduli,1995.0,MduliIringa
Iringa,Mengele,1974.0,MengeleIringa
Iringa,Mfalanyaki,2003.4285714285713,MfalanyakiIringa
Iringa,Mfalasi,2005.0,MfalasiIringa
Iringa,Mfipile,1978.0,MfipileIringa
Iringa,Mfumbi,1978.0,MfumbiIringa
Iringa,Mfungati,2001.0,MfungatiIringa
Iringa,Mgama A,1978.0,Mgama AIringa
Iringa,Mgama B,1978.0,Mgama BIringa
Iringa,Mgeduli,1978.0,MgeduliIringa
Iringa,Mgewalala,2008.8181818181818,MgewalalaIringa
Iringa,Mgoda,2002.857142857143,MgodaIringa
Iringa,Mgodechi,2004.8,MgodechiIringa
Iringa,Mgogondele A,1988.0,Mgogondele AIringa
Iringa,Mgogondele B,1988.0,Mgogondele BIringa
Iringa,Mgolola,1992.0,MgololaIringa
Iringa,Mgololo,2003.0,MgololoIringa
Iringa,Mgombezi,1990.0,MgombeziIringa
Iringa,Mgongoti,2006.0,MgongotiIringa
Iringa,Mgugumbalo,1987.0,MgugumbaloIringa
Iringa,Mguti,2005.2,MgutiIringa
Iringa,Mhambalasi,2008.0,MhambalasiIringa
Iringa,Mhand0,1978.0,Mhand0Iringa
Iringa,Mhando,1978.0,MhandoIringa
Iringa,Mhanga,1997.2727272727273,MhangaIringa
Iringa,Mhepasi,2005.0,MhepasiIringa
Iringa,Mheza,1992.0,MhezaIringa
Iringa,Mhigiti,2005.0,MhigitiIringa
Iringa,Mhimbili,1978.0,MhimbiliIringa
Iringa,Mhongola,1992.0,MhongolaIringa
Iringa,Mhuka,2009.0,MhukaIringa
Iringa,Mibikimitali,2008.0,MibikimitaliIringa
Iringa,Miembeni,1984.0,MiembeniIringa
Iringa,Mifugi,2004.0,MifugiIringa
Iringa,Mifugo,2004.75,MifugoIringa
Iringa,Mifugoni A,1984.0,Mifugoni AIringa
Iringa,Mifugoni B,1984.0,Mifugoni BIringa
Iringa,Migoli,1992.0,MigoliIringa
Iringa,Minazini,1984.0,MinaziniIringa
Iringa,Minyala,1988.0,MinyalaIringa
Iringa,Misufi,1989.0,MisufiIringa
Iringa,Mitupi,2009.0,MitupiIringa
Iringa,Miyobwe,1984.0,MiyobweIringa
Iringa,Miyombo,1999.0,MiyomboIringa
Iringa,Mji Mwema,2000.7692307692307,Mji MwemaIringa
Iringa,Mji Nwema,1995.0,Mji NwemaIringa
Iringa,Mjikoni,1987.0,MjikoniIringa
Iringa,Mjimwema,1999.1724137931035,MjimwemaIringa
Iringa,Mjimwema A,1993.7692307692307,Mjimwema AIringa
Iringa,Mjimwema B,1994.888888888889,Mjimwema BIringa
Iringa,Mjina,1988.0,MjinaIringa
Iringa,Mjini,1991.5,MjiniIringa
Iringa,Mkaa,1998.5,MkaaIringa
Iringa,Mkafu,1978.0,MkafuIringa
Iringa,Mkalanga,2008.0,MkalangaIringa
Iringa,Mkalati,2009.0,MkalatiIringa
Iringa,Mkamila,1990.6666666666667,MkamilaIringa
Iringa,Mkanisoka,1989.0,MkanisokaIringa
Iringa,Mkanivega,1978.0,MkanivegaIringa
Iringa,Mkawaganga,1985.0,MkawagangaIringa
Iringa,Mkeha,1989.5555555555557,MkehaIringa
Iringa,Mkelema,2007.0,MkelemaIringa
Iringa,Mkengwa,2008.4615384615386,MkengwaIringa
Iringa,Mkigi,1992.0,MkigiIringa
Iringa,Mkimbo,1992.0,MkimboIringa
Iringa,Mkiu,2001.0,MkiuIringa
Iringa,Mkolango,2008.4285714285713,MkolangoIringa
Iringa,Mkomang'Ombe,2006.8333333333333,Mkomang'OmbeIringa
Iringa,Mkomangambe,2008.0,MkomangambeIringa
Iringa,Mkondachi,2002.142857142857,MkondachiIringa
Iringa,Mkondani,2005.0,MkondaniIringa
Iringa,Mkondoa,1986.0,MkondoaIringa
Iringa,Mkula,2010.0,MkulaIringa
Iringa,Mkunga,2003.0,MkungaIringa
Iringa,Mkwalumo,2008.0,MkwalumoIringa
Iringa,Mkwawa,1992.8,MkwawaIringa
Iringa,Mkwegidoto,1978.2857142857142,MkwegidotoIringa
Iringa,Mlaga,1997.0,MlagaIringa
Iringa,Mlama,1995.0,MlamaIringa
Iringa,Mlanda A,2000.0,Mlanda AIringa
Iringa,Mlanda B,2000.0,Mlanda BIringa
Iringa,Mlandege Chini,2003.0,Mlandege ChiniIringa
Iringa,Mlandege Juu,2003.0,Mlandege JuuIringa
Iringa,Mlandizi,1983.0,MlandiziIringa
Iringa,Mlangali,1998.2758620689656,MlangaliIringa
Iringa,Mlangali Ndani,1988.0,Mlangali NdaniIringa
Iringa,Mlanje,2006.0,MlanjeIringa
Iringa,Mlengela,1974.0,MlengelaIringa
Iringa,Mlevela,1978.0,MlevelaIringa
Iringa,Mlimani,2000.7058823529412,MlimaniIringa
Iringa,Mliwati,2009.0,MliwatiIringa
Iringa,Mlowa,1997.2307692307693,MlowaIringa
Iringa,Mlucha,2008.7272727272727,MluchaIringa
Iringa,Mmana,1984.0,MmanaIringa
Iringa,Mmbala,1998.5,MmbalaIringa
Iringa,Mnadani,1987.6666666666667,MnadaniIringa
Iringa,Mndelo,2009.0,MndeloIringa
Iringa,Mnemele,1999.0,MnemeleIringa
Iringa,Mnogelwa,2009.0,MnogelwaIringa
Iringa,Mnuyuni,1978.0,MnuyuniIringa
Iringa,Mnyakay,1999.0,MnyakayIringa
Iringa,Mnyakaya,1999.0,MnyakayaIringa
Iringa,Mnyang'Onzi,1980.0,Mnyang'OnziIringa
Iringa,Mnyololo,2002.0,MnyololoIringa
Iringa,Mnyusi,1999.0,MnyusiIringa
Iringa,Mnyusi A,1999.0,Mnyusi AIringa
Iringa,Mnyusi B,1999.0,Mnyusi BIringa
Iringa,Mohomela A,2009.0,Mohomela AIringa
Iringa,Mondelo,2009.0,MondeloIringa
Iringa,Morogoro,1998.0,MorogoroIringa
Iringa,Mose,1974.0,MoseIringa
Iringa,Motomoto,1993.6666666666667,MotomotoIringa
Iringa,Mpakani,2009.0,MpakaniIringa
Iringa,Mpakanu,1984.0,MpakanuIringa
Iringa,Mpalanji,1978.0,MpalanjiIringa
Iringa,Mpela,1980.0,MpelaIringa
Iringa,Mpembati,1998.6666666666667,MpembatiIringa
Iringa,Mpeme,2009.0,MpemeIringa
Iringa,Mpera,1998.0,MperaIringa
Iringa,Mpeto,1999.0,MpetoIringa
Iringa,Mpeto A,2008.0,Mpeto AIringa
Iringa,Mpeto B,2006.0,Mpeto BIringa
Iringa,Mpetu,1999.0,MpetuIringa
Iringa,Mpilipili,1984.0,MpilipiliIringa
Iringa,Mpocha,2000.0,MpochaIringa
Iringa,Mpochi,2000.0,MpochiIringa
Iringa,Mpocho,2004.111111111111,MpochoIringa
Iringa,Mpombo,1974.0,MpomboIringa
Iringa,Mpulo,2008.0,MpuloIringa
Iringa,Mpululu,1980.0,MpululuIringa
Iringa,Mpumbwi,2006.0,MpumbwiIringa
Iringa,Mpwapwa,2005.0,MpwapwaIringa
Iringa,Msaada,2000.0,MsaadaIringa
Iringa,Msamala,2010.0,MsamalaIringa
Iringa,Msasa,1978.0,MsasaIringa
Iringa,Msegelele,2006.5,MsegeleleIringa
Iringa,Msegera,2008.0,MsegeraIringa
Iringa,Mseke,2006.0,MsekeIringa
Iringa,Mseke A,1980.0,Mseke AIringa
Iringa,Mseke B,1990.8,Mseke BIringa
Iringa,Msekenalo,2007.0,MsekenaloIringa
Iringa,Mseketule,1983.0,MseketuleIringa
Iringa,Msengera A,2009.0,Msengera AIringa
Iringa,Msengera B,1974.0,Msengera BIringa
Iringa,Msesule,1979.0,MsesuleIringa
Iringa,Mshindo,2008.0,MshindoIringa
Iringa,Msichoke,1985.0,MsichokeIringa
Iringa,Msikitini,1978.0,MsikitiniIringa
Iringa,Msikitini Stre,1978.0,Msikitini StreIringa
Iringa,Msimbi,2001.0,MsimbiIringa
Iringa,Msiyovelwa,1983.0,MsiyovelwaIringa
Iringa,Msogoli,2009.0,MsogoliIringa
Iringa,Msombe,1995.5,MsombeIringa
Iringa,Msumbiji,2005.0,MsumbijiIringa
Iringa,Mtaa Wa Kati,2000.75,Mtaa Wa KatiIringa
Iringa,Mtaani,1974.0,MtaaniIringa
Iringa,Mtakuja,1995.0746268656717,MtakujaIringa
Iringa,Mtamba,1993.25,MtambaIringa
Iringa,Mtanga,2010.0,MtangaIringa
Iringa,Mtendee,1998.0,MtendeeIringa
Iringa,Mtendereje,1981.0,MtenderejeIringa
Iringa,Mtendereji,1987.0,MtenderejiIringa
Iringa,Mtenki Kalala,2009.0,Mtenki KalalaIringa
Iringa,Mtera,2002.0,MteraIringa
Iringa,Mtewele,1986.5,MteweleIringa
Iringa,Mtewere,1978.0,MtewereIringa
Iringa,Mti Ulaya,1992.0,Mti UlayaIringa
Iringa,Mtitafu,1995.75,MtitafuIringa
Iringa,Mtitu Magharibi,2010.0,Mtitu MagharibiIringa
Iringa,Mtiule,2008.0,MtiuleIringa
Iringa,Mtoninganga,2010.5,MtoningangaIringa
Iringa,Mtoo,1994.0,MtooIringa
Iringa,Mtuna,2002.2,MtunaIringa
Iringa,Mtwake,1996.0,MtwakeIringa
Iringa,Mtwango,1997.25,MtwangoIringa
Iringa,Mtwanzi,1996.0,MtwanziIringa
Iringa,Mtwivila,1978.0,MtwivilaIringa
Iringa,Mtwivila A,2003.0,Mtwivila AIringa
Iringa,Mtwivila B,2003.0,Mtwivila BIringa
Iringa,Mugoda,2005.0,MugodaIringa
Iringa,Muguti,2004.0,MugutiIringa
Iringa,Muhanga,2006.0,MuhangaIringa
Iringa,Muhefu,1964.0,MuhefuIringa
Iringa,Muhemi,2006.0,MuhemiIringa
Iringa,Muhimbili,2008.0,MuhimbiliIringa
Iringa,Muhive,2002.0,MuhiveIringa
Iringa,Muhomela,2008.0,MuhomelaIringa
Iringa,Mulucha,2007.0,MuluchaIringa
Iringa,Muone,1994.0,MuoneIringa
Iringa,Muungano,2003.3333333333333,MuunganoIringa
Iringa,Muungao,1978.0,MuungaoIringa
Iringa,Muwimbi,2003.2,MuwimbiIringa
Iringa,Muyombwe,2002.0,MuyombweIringa
Iringa,Mvengi B,2008.0,Mvengi BIringa
Iringa,Mvinila,2009.0,MvinilaIringa
Iringa,Mwalivale,2001.0,MwalivaleIringa
Iringa,Mwaludete,1978.0,MwaludeteIringa
Iringa,Mwambao,1984.0,MwambaoIringa
Iringa,Mwang'Ingo,1990.0,Mwang'IngoIringa
Iringa,Mwangata,2000.857142857143,MwangataIringa
Iringa,Mwangaza,1981.111111111111,MwangazaIringa
Iringa,Mwanilangali,2007.5,MwanilangaliIringa
Iringa,Mwanyago,2009.0,MwanyagoIringa
Iringa,Mwanzala,2003.0,MwanzalaIringa
Iringa,Mwanzi,2005.6,MwanziIringa
Iringa,Mwatasi,2006.0,MwatasiIringa
Iringa,Mwatasi Chini,2006.0,Mwatasi ChiniIringa
Iringa,Mwatenga,1992.0,MwatengaIringa
Iringa,Mwaya,1984.0,MwayaIringa
Iringa,Mwaya A,2004.0,Mwaya AIringa
Iringa,Mwaya B,2004.0,Mwaya BIringa
Iringa,Mwefu,2010.0,MwefuIringa
Iringa,Mwela,1989.0,MwelaIringa
Iringa,Mwembetogwa,1999.0,MwembetogwaIringa
Iringa,Mwenyamano,2004.0,MwenyamanoIringa
Iringa,Mwika,1983.0,MwikaIringa
Iringa,Mwilongalage A,2005.0,Mwilongalage AIringa
Iringa,Mwilongalage B,2005.0,Mwilongalage BIringa
Iringa,Mwiluti,2001.3333333333333,MwilutiIringa
Iringa,Mwiruti,2009.0,MwirutiIringa
Iringa,Mwongozo,2010.0,MwongozoIringa
Iringa,Myombo,2009.0,MyomboIringa
Iringa,Myoruwa,1999.0,MyoruwaIringa
Iringa,N,2000.0,NIringa
Iringa,Nazareti,1992.1666666666667,NazaretiIringa
Iringa,Ndalenga,1974.0,NdalengaIringa
Iringa,Ndanula,2008.0,NdanulaIringa
Iringa,Ndapo,1974.0,NdapoIringa
Iringa,Ndelelwa,1997.0,NdelelwaIringa
Iringa,Ndete,1991.0,NdeteIringa
Iringa,Ndevelu,1990.0,NdeveluIringa
Iringa,Ndevelwa,1997.0,NdevelwaIringa
Iringa,Ndilima,1995.0,NdilimaIringa
Iringa,Ndima,2003.0,NdimaIringa
Iringa,Ndipa,2006.0,NdipaIringa
Iringa,Ndivila,1988.0,NdivilaIringa
Iringa,Ndolela,1987.0,NdolelaIringa
Iringa,Ndolele,2005.6666666666667,NdoleleIringa
Iringa,Ndongome,2005.0,NdongomeIringa
Iringa,Ndorobo A,1992.0,Ndorobo AIringa
Iringa,Ndorobo B,1992.0,Ndorobo BIringa
Iringa,Ndukali,2008.0,NdukaliIringa
Iringa,Ndulamo,1999.6666666666667,NdulamoIringa
Iringa,Nduliko,2003.0,NdulikoIringa
Iringa,Ng'Alike,1990.2,Ng'AlikeIringa
Iringa,Ng'Anga,1998.0,Ng'AngaIringa
Iringa,Ng'Ange,1998.0,Ng'AngeIringa
Iringa,Ng'Enyango,1984.0,Ng'EnyangoIringa
Iringa,Ng'Ochi,2006.0,Ng'OchiIringa
Iringa,Ng'Osi,2000.2,Ng'OsiIringa
Iringa,Ng'Owo,1997.0,Ng'OwoIringa
Iringa,Ng`Ang`A,1996.0,Ng`Ang`AIringa
Iringa,Ng`Ingi,2003.0,Ng`IngiIringa
Iringa,Ng`Ongo,1995.0,Ng`OngoIringa
Iringa,Ngabena,1976.0,NgabenaIringa
Iringa,Ngamanga Kati,2010.0,Ngamanga KatiIringa
Iringa,Ngangalila,1975.0,NgangalilaIringa
Iringa,Ngangilonga,2008.0,NgangilongaIringa
Iringa,Ngelele,1988.2181818181818,NgeleleIringa
Iringa,Ngelema,2009.0,NgelemaIringa
Iringa,Ngengeja,1992.0,NgengejaIringa
Iringa,Ngongomi,2000.0,NgongomiIringa
Iringa,Ngongwa,1995.5,NgongwaIringa
Iringa,Ngugi,2008.0,NgugiIringa
Iringa,Nguruka,1995.0,NgurukaIringa
Iringa,Ninga Kati,2002.4,Ninga KatiIringa
Iringa,Njia Panda,2003.8,Njia PandaIringa
Iringa,Njia Panda A,1984.0,Njia Panda AIringa
Iringa,Njia Panda B,1984.0,Njia Panda BIringa
Iringa,Njiapanda,2008.0,NjiapandaIringa
Iringa,Njiapanda A,2008.0,Njiapanda AIringa
Iringa,Njiapanda B,2008.0,Njiapanda BIringa
Iringa,Njiki,2008.0,NjikiIringa
Iringa,Njipanda,1992.3333333333333,NjipandaIringa
Iringa,Njipanda B,2008.0,Njipanda BIringa
Iringa,Njocho,2009.0,NjochoIringa
Iringa,Njomlole,2002.7142857142858,NjomloleIringa
Iringa,Nkivo,1974.0,NkivoIringa
Iringa,Nkunga A,1985.5,Nkunga AIringa
Iringa,Nkunga B,1988.0,Nkunga BIringa
Iringa,Nkwila,1974.0,NkwilaIringa
Iringa,Nsengo,1974.0,NsengoIringa
Iringa,Nsungu Kati,2009.0,Nsungu KatiIringa
Iringa,Ntagala,2000.0,NtagalaIringa
Iringa,Ntamba,1974.0,NtambaIringa
Iringa,Nyabula Kati,1974.0,Nyabula KatiIringa
Iringa,Nyafifi,2006.6666666666667,NyafifiIringa
Iringa,Nyagamu,1974.0,NyagamuIringa
Iringa,Nyakavangala A,1993.0,Nyakavangala AIringa
Iringa,Nyakavangala B,1993.0,Nyakavangala BIringa
Iringa,Nyakigongo,1996.0,NyakigongoIringa
Iringa,Nyalava,2009.0,NyalavaIringa
Iringa,Nyalawe,2000.0,NyalaweIringa
Iringa,Nyalule,2006.0,NyaluleIringa
Iringa,Nyamagala,2010.0,NyamagalaIringa
Iringa,Nyamagana,2008.7142857142858,NyamaganaIringa
Iringa,Nyamagola,1999.0,NyamagolaIringa
Iringa,Nyamajila,2007.0,NyamajilaIringa
Iringa,Nyamajiva,2004.0,NyamajivaIringa
Iringa,Nyamajiwa,2007.0,NyamajiwaIringa
Iringa,Nyamalamba,2006.5714285714287,NyamalambaIringa
Iringa,Nyamande,2008.0,NyamandeIringa
Iringa,Nyamande A,2009.5,Nyamande AIringa
Iringa,Nyamande B,2010.0,Nyamande BIringa
Iringa,Nyambala,1991.0,NyambalaIringa
Iringa,Nyambila,2004.0,NyambilaIringa
Iringa,Nyamboko,2010.0,NyambokoIringa
Iringa,Nyamko,2009.0,NyamkoIringa
Iringa,Nyamnoge,2008.0,NyamnogeIringa
Iringa,Nyamwadu,2002.0,NyamwaduIringa
Iringa,Nyamwiko,2009.0,NyamwikoIringa
Iringa,Nyandwita,1993.0,NyandwitaIringa
Iringa,Nyandwite,1997.6666666666667,NyandwiteIringa
Iringa,Nyang'Onzi,1980.0,Nyang'OnziIringa
Iringa,Nyanyango,1984.0,NyanyangoIringa
Iringa,Nyawenga,1978.0,NyawengaIringa
Iringa,Nyeleketi,1978.0,NyeleketiIringa
Iringa,Nyelema,2009.0,NyelemaIringa
Iringa,Nyerere,1999.0,NyerereIringa
Iringa,Nyiunde,2003.0,NyiundeIringa
Iringa,Nyoonzwe,1987.0,NyoonzweIringa
Iringa,Nywage,2009.0,NywageIringa
Iringa,Nywandwita,1976.0,NywandwitaIringa
Iringa,Nzihi A,1993.6666666666667,Nzihi AIringa
Iringa,Nzihi B,1985.0,Nzihi BIringa
Iringa,Nzutu,2008.0,NzutuIringa
Iringa,Ofisini,1998.1,OfisiniIringa
Iringa,Ostabey,2000.0,OstabeyIringa
Iringa,Posta,1984.0,PostaIringa
Iringa,Romani,2007.0,RomaniIringa
Iringa,Rudi,2002.0,RudiIringa
Iringa,Ruhagati,1985.6666666666667,RuhagatiIringa
Iringa,Ruhulu,1996.0,RuhuluIringa
Iringa,Rukuvi,2008.0,RukuviIringa
Iringa,Rwaha Mjini,2007.6666666666667,Rwaha MjiniIringa
Iringa,S,2000.0,SIringa
Iringa,Sadan A,1982.0,Sadan AIringa
Iringa,Sadan B,1982.0,Sadan BIringa
Iringa,Sadani,1981.8,SadaniIringa
Iringa,Sagalu,2010.0,SagaluIringa
Iringa,Sagalwa,2006.0,SagalwaIringa
Iringa,Saja Kati,1980.0,Saja KatiIringa
Iringa,Salimani,1978.0,SalimaniIringa
Iringa,Salimu,2003.0,SalimuIringa
Iringa,Salimwani,1978.0,SalimwaniIringa
Iringa,Sambala,1992.0,SambalaIringa
Iringa,Sekuseb,1989.0,SekusebIringa
Iringa,Sengele,1999.8,SengeleIringa
Iringa,Shule,2008.0,ShuleIringa
Iringa,Shule Ni,2008.0,Shule NiIringa
Iringa,Shuleni,2004.0,ShuleniIringa
Iringa,Simikinye,2005.0,SimikinyeIringa
Iringa,Simkinye,2004.0,SimkinyeIringa
Iringa,Singida,1984.0,SingidaIringa
Iringa,Sining'Ombe,1978.0,Sining'OmbeIringa
Iringa,Sivalache,2002.0,SivalacheIringa
Iringa,Siyovelwa,2004.0,SiyovelwaIringa
Iringa,Sokoni,1998.9411764705883,SokoniIringa
Iringa,Soliwaye,1978.0,SoliwayeIringa
Iringa,Songambele,2009.0,SongambeleIringa
Iringa,Sosola,1978.0,SosolaIringa
Iringa,Sovi,2011.0,SoviIringa
Iringa,Speki,2003.0,SpekiIringa
Iringa,Stand A,1990.0,Stand AIringa
Iringa,Stand B,1990.0,Stand BIringa
Iringa,Standi,1974.0,StandiIringa
Iringa,Station A,1982.0,Station AIringa
Iringa,Station B,1982.0,Station BIringa
Iringa,Stendi,2002.0,StendiIringa
Iringa,Store,2005.0,StoreIringa
Iringa,Swelu,1978.0,SweluIringa
Iringa,Swengu,1989.0,SwenguIringa
Iringa,Tagamenda,2008.0,TagamendaIringa
Iringa,Talamaganga,1978.0,TalamagangaIringa
Iringa,Talamagangs,1978.0,TalamagangsIringa
Iringa,Taling'Emelo,2011.0,Taling'EmeloIringa
Iringa,Tambukareli,1987.0,TambukareliIringa
Iringa,Tandamti,1975.0,TandamtiIringa
Iringa,Taniling'Ani,1978.0,Taniling'AniIringa
Iringa,Tegamatwe,1994.0,TegamatweIringa
Iringa,Tegametwa,1994.5,TegametwaIringa
Iringa,Temeke,1999.6666666666667,TemekeIringa
Iringa,Tengelemembe,1993.0,TengelemembeIringa
Iringa,Tengelimembe,2002.142857142857,TengelimembeIringa
Iringa,Tindisi,2008.0,TindisiIringa
Iringa,Tindisu,2008.0,TindisuIringa
Iringa,Tononeka,1978.0,TononekaIringa
Iringa,Tosamaganga,1985.0,TosamagangaIringa
Iringa,Tove,2007.0,ToveIringa
Iringa,Tukuyu,2010.0,TukuyuIringa
Iringa,Tumaini,1990.0,TumainiIringa
Iringa,U,2000.0,UIringa
Iringa,Ubamba A,1990.0,Ubamba AIringa
Iringa,Ubamba B,1990.0,Ubamba BIringa
Iringa,Ubela,1994.0,UbelaIringa
Iringa,Ubena,1990.0,UbenaIringa
Iringa,Ubunda,1984.0,UbundaIringa
Iringa,Uchachikile A,2010.0,Uchachikile AIringa
Iringa,Uchachikile B,2010.0,Uchachikile BIringa
Iringa,Uchiliwala,2009.0,UchiliwalaIringa
Iringa,Udagwa,2008.0,UdagwaIringa
Iringa,Udide,1978.0,UdideIringa
Iringa,Udinda,2010.0,UdindaIringa
Iringa,Udumuka,2009.0,UdumukaIringa
Iringa,Uduti,2004.0,UdutiIringa
Iringa,Ufugaji,2003.0,UfugajiIringa
Iringa,Ufuvilo,2003.0,UfuviloIringa
Iringa,Ugabwa,1985.5,UgabwaIringa
Iringa,Uganga,2002.0,UgangaIringa
Iringa,Ugominyi,1996.0,UgominyiIringa
Iringa,Ugunda,1997.0,UgundaIringa
Iringa,Ugwalange,1996.6666666666667,UgwalangeIringa
Iringa,Ugwalanyi,2003.0,UgwalanyiIringa
Iringa,Uhambule,2007.0,UhambuleIringa
Iringa,Uhambule Kati,1987.4,Uhambule KatiIringa
Iringa,Uhamila,2001.0,UhamilaIringa
Iringa,Uhananya,2009.0,UhananyaIringa
Iringa,Uhanyana,1984.0,UhanyanaIringa
Iringa,Uhenamo,2004.0,UhenamoIringa
Iringa,Uheno,2002.0,UhenoIringa
Iringa,Uhepera,2008.0,UheperaIringa
Iringa,Uhepere,2008.0,UhepereIringa
Iringa,Uhindini,2010.0,UhindiniIringa
Iringa,Uhominyi,1996.7142857142858,UhominyiIringa
Iringa,Uhuru,2009.3333333333333,UhuruIringa
Iringa,Uhuru Kwa Joji,2010.0,Uhuru Kwa JojiIringa
Iringa,Ujenzi,2010.0,UjenziIringa
Iringa,Ujindile Kati,1981.0,Ujindile KatiIringa
Iringa,Ukalawa,2009.0,UkalawaIringa
